"Id","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","SalePrice","ExterQualRank","ExterCondRank","BsmtQualRank","BsmtCondRank","HeatingQCRank","CentralAirRank","KitchenQualRank","FirePlaceQuRank","GarageQualRank","GarageCondRank","BsmtFinType1Rank","BsmtFinType2Rank","NeighborhoodRank","HouseAge","RemodeledFlag","PoolFlag"
139,73,9066,8,5,320,668,0,336,1004,1004,848,0,1852,0,2,1,3,7,3,660,224,106,0,0,0,0,0,230000,2,3,2,3,1,2,2,3,3,3,1,6,17,1995,1,0
140,65,15426,6,5,0,821,0,107,928,928,836,0,1764,1,2,1,3,7,2,470,276,99,0,0,0,0,0,231500,3,3,2,3,1,2,2,3,3,3,1,6,17,1992,0,0
141,70,10500,4,5,0,432,0,432,864,864,0,0,864,0,1,0,3,5,0,0,0,0,0,0,0,0,0,115000,3,3,3,3,3,2,3,5,3,3,2,6,11,1966,0,0
142,78,11645,7,5,0,1300,0,434,1734,1734,0,0,1734,1,2,0,3,7,2,660,160,24,0,0,0,0,0,260000,2,3,2,3,1,2,2,2,3,3,1,6,17,2000,0,0
143,71,8520,5,4,0,507,0,403,910,910,475,0,1385,0,2,0,4,6,2,720,0,0,0,0,0,0,0,166000,3,4,3,3,4,2,3,2,3,3,4,6,11,1947,0,0
144,78,10335,7,5,183,679,0,811,1490,1501,0,0,1501,1,2,0,3,6,2,577,144,29,0,0,0,0,0,204000,2,3,2,3,1,2,2,3,3,3,1,6,17,1994,0,0
145,70,9100,5,5,336,1332,0,396,1728,1728,0,0,1728,1,2,0,6,10,2,504,0,0,0,0,0,0,0,125000,3,3,3,3,3,2,3,2,3,3,4,6,7,1958,0,0
146,24,2522,6,5,50,0,0,970,970,970,739,0,1709,0,2,0,3,7,2,380,0,40,0,0,0,0,0,130000,2,3,2,3,1,2,2,2,3,3,6,6,5,2001,1,0
147,51,6120,5,7,0,209,0,506,715,875,0,0,875,1,1,0,2,5,1,180,48,0,0,0,0,0,0,105000,3,3,3,3,3,2,3,2,4,3,3,6,4,1988,1,0
148,72,9505,7,5,180,0,0,884,884,884,1151,0,2035,0,2,1,3,8,2,434,144,48,0,0,0,0,0,222500,2,3,2,3,1,2,2,2,3,3,6,6,15,1996,0,0
149,63,7500,7,5,120,680,0,400,1080,1080,0,0,1080,1,1,0,3,6,0,0,0,0,0,0,0,0,0,141000,3,3,2,3,1,2,2,3,3,3,1,6,13,2000,1,0
150,51,6240,5,4,0,0,0,896,896,896,448,0,1344,0,1,0,3,7,1,240,200,114,0,0,0,0,0,115000,3,3,2,3,2,2,3,2,4,3,6,6,4,1945,1,0
151,120,10356,5,6,0,716,0,253,969,969,0,0,969,0,1,1,3,5,2,440,0,0,0,0,0,0,0,122000,3,3,3,3,3,2,3,3,3,3,3,6,17,1970,0,0
152,107,13891,8,5,436,1400,0,310,1710,1710,0,0,1710,1,2,0,2,6,3,866,0,102,0,0,0,0,0,372402,2,3,1,3,1,2,2,2,3,3,1,6,24,2003,1,0
153,80,14803,6,5,252,416,0,409,825,1097,896,0,1993,0,2,1,4,8,2,495,0,66,0,0,0,0,0,190000,3,3,3,3,2,2,3,2,3,3,4,6,14,1966,0,0
154,80,13500,6,7,0,429,1080,93,1602,1252,0,0,1252,1,1,0,1,4,2,564,409,0,0,0,0,0,0,235000,3,3,2,3,2,2,3,2,3,3,3,2,19,1970,1,0
155,84,11340,6,5,0,0,0,1200,1200,1200,0,0,1200,0,1,0,4,7,1,312,0,0,228,0,0,0,0,125000,3,3,3,3,3,2,3,2,4,4,6,6,6,1945,1,0
156,60,9600,6,5,0,0,0,572,572,572,524,0,1096,0,1,0,2,5,0,0,0,8,128,0,0,0,0,79000,3,3,3,3,4,1,3,2,4,3,6,6,5,1945,1,0
157,60,7200,5,7,0,0,0,0,0,1040,0,0,1040,0,1,0,2,5,2,625,0,0,0,0,0,0,0,109500,3,3,3,3,3,2,3,3,3,3,3,6,11,1945,0,0
158,92,12003,8,5,84,0,0,774,774,774,1194,0,1968,0,2,1,4,8,3,680,0,75,0,0,0,0,0,269500,2,3,1,3,1,2,1,2,3,3,6,6,22,2005,1,0
159,100,12552,7,5,0,222,0,769,991,991,956,0,1947,0,2,1,3,8,2,678,0,136,0,0,0,0,0,254900,2,3,2,3,1,2,2,2,3,3,1,6,20,2000,1,0
160,134,19378,7,5,456,57,0,1335,1392,1392,1070,0,2462,1,2,1,4,9,2,576,239,132,0,168,0,0,0,320000,2,3,2,3,1,2,2,2,3,3,1,6,15,2001,1,0
161,50,11120,6,6,0,660,0,572,1232,1232,0,0,1232,0,2,0,3,6,2,516,0,0,0,0,0,0,0,162500,3,3,2,3,3,2,3,3,3,3,3,6,21,1979,0,0
162,110,13688,9,5,664,1016,0,556,1572,1572,1096,0,2668,1,2,1,3,10,3,726,400,0,0,0,0,0,0,412500,2,3,1,3,1,2,1,2,3,3,1,6,24,1999,1,0
163,95,12182,7,5,226,1201,0,340,1541,1541,0,0,1541,0,2,0,3,7,2,532,0,70,0,0,0,0,0,220000,2,3,2,3,1,2,2,2,3,3,3,6,24,2000,0,0
164,55,5500,4,6,0,0,0,882,882,882,0,0,882,0,1,0,1,4,0,0,0,0,0,0,0,0,0,103200,3,3,3,3,1,2,3,3,3,3,6,6,6,1951,0,0
165,40,5400,6,7,0,370,0,779,1149,1149,467,0,1616,0,2,0,3,5,1,216,0,0,183,0,0,0,0,152000,3,2,3,3,2,2,2,2,3,3,5,6,6,1999,1,0
166,62,10106,5,7,0,351,181,112,644,808,547,0,1355,1,2,0,4,6,0,0,140,0,0,0,0,0,0,127500,3,2,3,3,2,2,3,2,3,3,2,4,5,1994,1,0
167,75,10708,5,5,0,379,768,470,1617,1867,0,0,1867,1,1,0,2,7,1,303,476,0,0,0,142,0,0,190000,2,3,3,3,1,2,3,2,3,3,5,3,19,1988,1,0
168,86,10562,8,5,300,1288,0,294,1582,1610,551,0,2161,1,1,1,3,8,3,789,178,120,0,0,0,0,0,325624,2,3,1,3,1,2,1,2,3,3,1,6,24,2002,0,0
169,62,8244,7,5,0,0,0,840,840,840,880,0,1720,0,2,1,3,7,2,440,100,48,0,0,0,0,0,183500,2,3,2,3,1,2,2,2,3,3,6,6,15,1999,0,0
170,82,16669,8,6,653,0,0,1686,1686,1707,0,0,1707,0,2,1,2,6,2,511,574,64,0,0,0,0,0,228000,2,3,2,3,3,2,3,3,3,3,6,6,22,1976,0,0
171,52,12358,5,6,0,360,0,360,720,854,0,528,1382,0,1,1,2,7,2,660,237,0,0,0,0,0,0,128500,3,3,3,3,3,2,3,2,3,3,4,6,6,1945,1,0
172,141,31770,6,5,112,639,0,441,1080,1656,0,0,1656,1,1,0,3,7,2,528,210,62,0,0,0,0,0,215000,3,3,3,2,4,2,3,2,3,3,3,6,11,1955,0,0
173,44,5306,7,7,0,495,215,354,1064,1064,703,0,1767,1,2,0,2,5,2,504,441,35,0,0,0,0,0,239000,2,2,2,2,2,2,2,3,2,3,1,4,23,1982,0,0
174,80,10197,6,5,491,288,374,700,1362,1362,0,0,1362,1,1,1,3,6,2,504,0,20,0,0,0,0,0,163000,3,3,3,3,3,2,3,3,3,3,2,4,11,1956,0,0
175,47,12416,6,5,132,1398,208,0,1606,1651,0,0,1651,1,2,0,3,7,2,616,192,0,0,0,0,0,0,184000,3,3,2,4,3,2,3,3,3,3,2,5,22,1981,0,0
176,84,12615,6,7,0,477,0,725,1202,2158,0,0,2158,1,2,0,4,7,2,576,0,29,39,0,0,0,0,243000,3,3,3,2,3,2,2,2,3,3,2,6,5,1996,1,0
177,97,10029,6,5,268,831,0,320,1151,1164,896,0,2060,0,2,1,4,8,2,521,0,228,0,0,192,0,0,211000,2,3,2,3,3,2,3,3,3,3,1,6,19,1984,1,0
178,76,13650,5,5,0,57,441,554,1052,1252,668,0,1920,1,2,0,4,8,2,451,0,0,0,0,0,0,0,172500,2,2,3,3,1,2,2,2,3,3,2,3,7,1953,0,0
179,63,17423,9,5,748,1904,0,312,2216,2234,0,0,2234,1,2,0,1,9,3,1166,0,60,0,0,0,0,0,501837,1,3,1,3,1,2,1,2,3,3,1,6,23,2004,1,0
180,60,8520,5,6,0,0,0,968,968,968,0,0,968,0,1,0,2,5,2,480,0,0,184,0,0,0,0,100000,2,3,3,3,3,2,3,2,4,3,6,6,6,2001,1,0
181,24,2117,6,5,456,436,0,320,756,769,756,0,1525,0,2,1,3,5,2,440,0,0,0,0,0,0,0,177000,2,3,2,3,1,2,2,3,3,3,1,6,20,1995,0,0
182,54,7588,7,6,0,352,0,441,793,901,901,0,1802,0,1,1,4,9,1,216,0,0,40,0,0,0,0,200100,3,3,4,3,2,2,3,2,4,3,5,6,18,1945,1,0
183,60,9060,5,6,98,0,0,0,0,1340,0,0,1340,0,1,0,3,7,1,252,116,0,0,180,0,0,0,120000,3,3,3,3,1,2,3,2,3,3,4,6,5,2001,1,0
184,63,11426,7,5,0,0,0,1362,1362,1362,720,0,2082,0,2,1,3,6,2,484,280,238,0,0,0,0,0,200000,3,3,2,3,1,2,2,2,3,3,6,6,6,1998,0,0
185,92,7438,5,8,0,0,0,504,504,936,316,0,1252,0,1,0,3,5,2,576,104,0,0,0,0,0,0,127000,3,3,4,3,2,2,3,2,3,3,6,6,4,1986,1,0
186,90,22950,10,9,0,0,0,1107,1107,1518,1518,572,3608,0,2,1,4,12,3,840,0,260,0,0,410,0,0,475000,2,2,3,3,1,2,1,3,1,3,6,6,6,1988,1,0
187,68,9947,7,5,0,611,0,577,1188,1217,0,0,1217,1,2,0,3,6,2,497,168,27,0,0,0,0,0,173000,3,3,2,3,1,2,2,3,3,3,1,6,12,1986,1,0
188,60,10410,5,7,0,0,0,660,660,808,704,144,1656,0,2,1,3,8,1,180,0,0,0,140,0,0,0,135000,3,3,4,3,1,2,3,2,4,4,6,6,6,1982,1,0
189,64,7018,5,5,275,1086,0,0,1086,1224,0,0,1224,2,0,2,2,6,2,528,120,0,0,0,0,0,0,153337,3,3,2,3,3,2,3,3,3,3,1,6,13,1974,0,0
190,41,4923,8,5,0,1153,0,440,1593,1593,0,0,1593,1,1,1,0,5,2,682,0,120,0,0,224,0,0,286000,2,3,1,3,1,2,1,2,3,3,1,6,23,1997,1,0
191,70,10570,8,8,0,297,0,556,853,1549,1178,0,2727,0,2,1,3,10,2,440,0,74,0,0,0,0,0,315000,2,3,2,2,3,2,2,3,3,3,4,6,18,1989,1,0
192,72,7472,7,9,138,626,0,99,725,725,754,0,1479,1,1,1,4,7,2,484,0,32,0,0,0,0,0,184000,3,3,3,3,2,2,2,3,3,3,2,6,11,1999,1,0
193,68,9017,7,5,0,560,0,871,1431,1431,0,0,1431,1,2,0,3,6,2,666,0,35,0,0,0,0,0,192000,2,3,2,3,1,2,2,3,3,3,1,6,17,1994,0,0
194,24,2522,7,5,50,0,0,970,970,970,739,0,1709,0,2,0,3,7,2,380,0,40,0,0,0,0,0,130000,2,3,2,3,1,2,2,2,3,3,6,6,5,1999,0,0
195,60,7180,5,7,0,390,0,474,864,864,0,0,864,0,1,0,3,5,1,352,0,0,0,0,0,0,0,127000,3,3,3,3,3,2,3,4,3,3,2,6,17,1967,0,0
196,24,2280,6,6,0,566,0,289,855,855,601,0,1456,0,2,1,3,7,2,440,87,0,0,0,0,0,0,148500,3,3,2,3,3,2,3,3,3,3,2,6,10,1971,0,0
197,79,9416,7,5,205,1126,0,600,1726,1726,0,0,1726,1,2,0,3,8,3,786,171,138,0,0,266,0,0,311872,1,3,1,3,1,2,1,2,3,3,1,6,20,2002,0,0
198,174,25419,8,4,0,1036,184,140,1360,1360,1360,392,3112,1,2,0,4,8,2,795,0,16,552,0,0,512,0,235000,2,2,3,3,2,2,2,1,3,3,1,5,11,1985,1,1
199,92,5520,6,6,0,0,0,755,755,929,929,371,2229,0,1,0,5,8,0,0,0,198,30,0,0,0,0,104000,3,3,3,3,1,2,3,3,3,3,6,6,6,1945,1,0
200,76,9591,8,5,262,1088,0,625,1713,1713,0,0,1713,1,2,0,3,7,3,856,0,26,0,0,170,0,0,274900,2,3,1,3,1,2,1,2,3,3,1,6,24,2000,1,0
201,80,8546,4,5,0,0,0,1121,1121,1121,0,0,1121,0,2,0,2,5,2,440,132,64,0,0,0,0,0,140000,3,3,2,3,1,2,3,3,3,3,6,6,5,1999,1,0
202,75,10125,6,6,0,641,279,276,1196,1279,0,0,1279,0,2,0,3,6,2,473,238,83,0,0,0,0,0,171500,3,3,3,3,3,2,3,4,3,3,2,5,12,1972,0,0
203,50,7000,6,6,0,617,0,0,617,865,445,0,1310,0,2,0,2,6,1,398,0,0,126,0,0,0,0,112000,3,2,4,3,2,2,3,2,3,3,5,6,6,1945,1,0
204,37,4438,6,5,205,662,0,186,848,848,0,0,848,1,1,0,1,3,2,420,149,0,0,0,0,0,0,149000,2,3,2,3,1,2,2,2,3,3,1,6,17,1999,0,0
205,50,3500,5,7,0,312,0,408,720,720,564,0,1284,0,1,1,2,5,1,240,0,35,0,0,0,0,0,110000,3,3,3,3,3,2,3,2,3,3,5,6,6,1945,1,0
206,99,11851,7,5,0,0,0,1424,1424,1442,0,0,1442,0,2,0,3,5,2,500,0,34,0,508,0,0,0,180500,3,3,2,3,1,2,3,3,3,3,6,6,15,1985,0,0
207,40,13673,5,5,0,0,0,1140,1140,1696,0,0,1696,0,1,1,3,8,1,349,0,30,0,0,0,0,0,143900,3,2,3,3,3,2,3,3,3,3,6,6,7,1957,0,0
208,80,12493,4,5,0,419,306,375,1100,1100,0,0,1100,1,1,0,3,6,1,312,355,0,0,0,0,0,0,141000,3,3,3,3,3,2,3,5,3,3,2,4,11,1955,0,0
209,79,14364,7,5,128,1065,0,92,1157,1180,882,0,2062,1,2,1,3,7,2,454,60,55,0,0,154,0,0,277000,2,3,2,3,1,2,3,2,3,3,1,6,13,1984,1,0
210,75,8250,6,7,260,787,0,305,1092,1092,0,0,1092,1,1,0,3,6,2,504,0,0,0,0,0,0,0,145000,3,3,2,3,1,2,3,2,3,2,4,6,11,1959,0,0
211,67,5604,5,6,0,468,0,396,864,864,0,0,864,1,1,0,2,5,0,0,0,0,96,0,0,0,0,98000,3,3,3,3,3,1,3,2,3,3,4,6,5,1945,1,0
212,83,10420,6,5,0,36,0,1176,1212,1212,0,0,1212,0,2,0,3,6,2,460,100,22,0,0,0,0,0,186000,3,3,2,3,1,2,2,2,3,3,1,6,5,2004,0,0
213,72,8640,7,5,0,822,0,78,900,932,920,0,1852,1,2,1,3,7,2,644,168,108,0,0,0,0,0,252678,3,3,2,3,1,2,2,3,3,3,1,6,20,2004,0,0
214,43,13568,5,5,0,716,0,274,990,990,0,0,990,0,1,0,3,5,2,576,224,0,0,0,0,0,0,156000,3,3,2,3,1,2,3,4,3,3,2,6,17,1990,0,0
215,76,10900,6,7,153,378,0,311,689,689,703,0,1392,0,1,1,3,6,1,299,0,36,0,0,0,0,450,161750,3,3,2,3,1,2,3,3,3,3,1,6,17,1972,0,0
216,72,10011,5,6,64,360,0,710,1070,1236,0,0,1236,0,1,0,2,6,1,447,0,0,0,0,0,0,0,134450,3,3,3,3,3,2,2,4,3,3,3,6,11,1991,1,0
217,65,8450,7,5,266,946,0,490,1436,1436,0,0,1436,1,2,0,3,8,2,484,139,98,0,0,0,0,0,210000,2,3,2,3,1,2,2,3,3,3,1,6,17,1999,0,0
218,57,9906,4,4,0,0,0,686,686,810,518,0,1328,0,1,0,3,8,1,210,0,172,60,0,0,0,0,107000,3,3,3,3,4,1,3,2,3,3,6,6,6,1945,1,0
219,70,15660,7,9,312,341,0,457,798,1137,817,0,1954,0,1,1,3,8,2,431,0,119,150,0,0,0,0,311500,2,2,3,3,1,2,2,3,3,3,3,6,18,2001,1,0
220,43,3010,7,5,16,16,0,1232,1248,1248,0,0,1248,0,2,0,2,5,2,438,108,0,0,0,0,0,0,167240,2,3,2,3,1,2,2,2,3,3,1,6,16,2001,1,0
221,73,8990,7,5,0,0,0,1498,1498,1498,0,0,1498,0,2,0,2,5,2,675,351,33,0,0,0,0,0,204900,2,3,2,3,1,2,2,2,3,3,6,6,17,2001,0,0
222,66,8068,6,5,0,0,0,1010,1010,1010,1257,0,2267,0,2,1,4,8,2,390,120,46,0,0,0,0,0,200000,2,3,2,3,1,2,2,3,3,3,6,6,15,1997,0,0
223,85,11475,6,6,0,550,0,163,713,811,741,0,1552,1,2,1,3,6,2,434,209,208,0,0,0,0,0,179900,3,3,2,3,3,2,3,3,3,3,2,6,14,1970,0,0
224,70,10500,4,6,0,524,180,160,864,864,0,0,864,0,1,0,2,4,2,576,216,0,0,0,0,0,0,97000,3,3,3,3,2,2,3,4,3,3,2,5,11,1966,0,0
225,103,13472,10,5,922,56,0,2336,2392,2392,0,0,2392,0,2,0,3,8,3,968,248,105,0,0,0,0,0,386250,1,3,1,3,1,2,1,1,3,3,1,6,24,1998,0,0
226,21,1680,5,5,142,0,0,630,630,630,672,0,1302,0,2,1,3,6,1,280,0,0,0,0,0,0,0,112000,3,3,3,3,3,2,3,3,3,3,6,6,3,1966,0,0
227,82,9950,7,5,290,565,0,638,1203,1214,1306,0,2520,0,2,1,4,9,3,721,224,114,0,0,0,0,0,290000,2,3,2,3,1,2,2,3,3,3,1,6,25,1990,0,0
228,21,1869,6,6,127,321,0,162,483,483,504,0,987,0,1,1,2,5,1,280,0,0,0,0,0,0,0,106000,3,3,3,3,3,2,3,3,3,3,4,6,3,1965,0,0
229,70,8521,5,5,0,842,0,70,912,912,0,0,912,0,1,0,3,5,1,336,0,0,0,0,0,0,0,125000,3,3,3,3,3,2,3,4,3,3,2,6,7,1962,0,0
230,43,3182,7,5,16,16,0,1357,1373,1555,0,0,1555,0,2,0,2,7,2,430,143,20,0,0,0,0,0,192500,2,3,2,3,1,2,2,3,3,3,1,6,16,2001,1,0
231,73,8760,6,6,220,0,0,1194,1194,1194,0,0,1194,1,1,0,3,6,1,312,0,0,120,0,0,0,0,148000,3,3,3,3,3,2,3,2,3,3,6,6,11,1954,0,0
232,174,15138,8,5,506,689,0,773,1462,1490,1304,0,2794,1,2,1,4,9,3,810,0,146,202,0,0,0,0,403000,2,3,2,3,1,2,1,3,3,3,1,6,25,1991,1,0
233,21,1680,6,5,297,0,0,483,483,483,504,0,987,0,1,1,2,5,1,288,0,0,0,0,0,0,0,94500,3,3,3,3,3,2,3,5,3,3,6,6,3,1967,0,0
234,75,10650,5,6,0,182,712,0,894,894,0,0,894,1,1,0,3,5,1,308,365,0,0,0,0,0,0,128200,3,3,3,2,3,2,3,4,3,3,5,2,17,1971,0,0
235,80,7851,6,5,0,625,0,235,860,860,1100,0,1960,1,2,1,4,8,2,440,288,48,0,0,0,0,0,216500,2,3,2,3,1,2,2,3,3,3,1,6,15,1997,0,0
236,21,1680,6,3,604,358,0,125,483,483,504,0,987,0,1,1,2,5,1,264,0,0,0,0,0,0,0,89500,3,3,3,3,3,2,3,3,3,3,2,6,3,1966,0,0
237,65,8773,7,5,98,24,0,1390,1414,1414,0,0,1414,0,2,0,3,6,2,494,132,105,0,0,0,0,0,185500,2,3,2,3,1,2,2,3,3,3,1,6,17,1999,0,0
238,72,9453,7,7,0,402,0,594,996,1014,730,0,1744,0,2,1,3,7,2,457,370,70,0,238,0,0,0,194500,2,3,2,3,1,2,2,3,3,3,3,6,13,1998,1,0
239,93,12030,8,5,254,0,0,1694,1694,1694,0,0,1694,0,2,0,3,7,3,818,168,228,0,0,0,0,0,318000,1,3,1,3,1,2,2,2,3,3,6,6,24,2002,0,0
240,52,8741,6,4,0,94,0,641,735,798,689,0,1487,0,1,1,3,7,1,220,0,140,0,0,0,0,0,113000,3,3,3,4,3,2,3,2,3,3,5,6,5,1945,1,0
241,75,9000,8,5,36,1078,0,488,1566,1566,0,0,1566,1,2,0,3,7,2,750,144,168,0,0,0,0,0,262500,2,3,2,3,1,2,2,2,3,3,1,6,20,2003,0,0
242,40,3880,5,9,0,329,0,357,686,866,0,0,866,0,1,0,2,4,0,0,58,42,0,0,0,0,0,110500,3,2,3,3,2,2,2,2,3,3,2,6,6,1992,1,0
243,63,5000,5,4,0,0,0,540,540,889,551,0,1440,0,1,0,3,6,1,352,0,0,77,0,0,0,0,79000,3,3,3,3,2,1,3,2,4,3,6,6,6,1945,1,0
244,75,10762,6,6,0,0,0,626,626,626,591,0,1217,0,1,1,3,6,1,288,0,28,0,0,0,0,0,120000,3,3,2,3,3,2,3,3,3,3,6,6,13,1975,0,0
245,80,8880,7,5,0,695,0,253,948,1222,888,0,2110,1,2,1,3,8,2,463,0,130,0,0,0,0,0,205000,2,3,2,3,1,2,2,4,3,3,1,6,13,1997,1,0
246,80,10400,7,5,102,929,0,916,1845,1872,0,0,1872,0,2,0,3,6,2,604,197,39,0,0,0,0,0,241500,3,3,2,3,2,2,3,3,3,3,1,6,14,1983,0,0
247,69,9142,6,8,0,0,0,1020,1020,908,1020,0,1928,0,2,0,4,9,1,440,0,60,112,0,0,0,0,137000,3,4,4,3,2,1,4,3,5,5,6,6,6,1945,1,0
248,75,11310,6,5,0,0,0,1367,1367,1375,0,0,1375,0,1,0,2,5,2,451,0,30,0,0,0,0,0,140000,3,3,3,3,1,2,3,3,3,3,6,6,11,1949,0,0
249,72,11317,7,5,101,0,0,840,840,840,828,0,1668,0,2,1,3,8,2,500,144,68,0,0,0,0,0,180000,2,3,2,3,1,2,2,2,3,3,6,6,17,1998,0,0
250,85,159000,6,7,472,697,0,747,1444,1444,700,0,2144,0,2,0,4,7,2,389,0,98,0,0,0,0,500,277000,2,3,2,3,2,2,2,3,3,3,4,6,19,2001,1,0
251,55,5350,3,2,0,0,0,728,728,1306,0,0,1306,0,1,0,3,6,0,0,263,0,0,0,0,0,450,76500,3,5,3,3,1,2,4,3,3,3,6,6,4,1961,1,0
252,44,4750,8,5,481,1573,0,0,1573,1625,0,0,1625,1,2,0,2,5,2,538,123,0,0,0,153,0,0,235000,2,3,2,3,1,2,2,2,3,3,1,6,18,2002,1,0
253,65,8366,6,5,0,0,0,798,798,798,842,0,1640,0,2,1,3,6,2,520,138,45,0,0,0,0,0,173000,2,3,2,3,1,2,2,3,3,3,6,6,13,1999,0,0
254,85,9350,6,7,108,270,580,452,1302,1302,0,0,1302,0,2,0,3,7,1,309,333,0,0,0,0,0,0,158000,3,3,2,3,1,2,2,4,3,3,5,2,11,1986,1,0
255,70,8400,5,6,0,922,0,392,1314,1314,0,0,1314,1,1,0,3,5,1,294,250,0,0,0,0,0,0,145000,3,2,3,3,3,2,3,2,3,3,4,6,11,1952,0,0
256,66,8738,7,5,302,0,0,975,975,1005,1286,0,2291,0,2,1,4,8,2,429,192,0,0,0,0,0,0,230000,2,3,2,3,1,2,2,3,3,3,6,6,15,1994,0,0
257,64,8791,6,5,0,503,0,361,864,864,864,0,1728,0,2,1,3,7,2,673,216,56,0,0,0,0,0,207500,2,3,2,3,1,2,2,2,3,3,4,6,20,1998,0,0
258,68,8814,7,5,180,1334,0,270,1604,1604,0,0,1604,1,2,1,3,8,2,660,123,110,0,0,0,0,0,220000,2,3,2,3,1,2,2,2,3,3,1,6,17,2001,0,0
259,80,12435,7,5,172,361,0,602,963,963,829,0,1792,0,2,1,3,7,2,564,0,96,0,245,0,0,0,231500,2,3,2,3,1,2,2,3,3,3,1,6,17,1996,0,0
260,70,12702,5,5,0,0,0,0,0,882,0,0,882,0,1,0,2,4,1,308,0,45,0,0,0,0,0,97000,3,3,3,3,2,2,3,2,3,3,4,6,6,1951,0,0
261,120,19296,6,5,399,672,690,0,1362,1382,0,0,1382,1,1,0,3,6,2,884,0,0,252,0,0,0,0,176000,3,3,3,3,3,2,3,3,3,3,4,2,11,1957,0,0
262,69,9588,8,5,270,0,0,1482,1482,1482,1092,0,2574,0,2,1,3,10,3,868,0,148,0,0,0,0,0,276000,2,3,1,3,1,2,1,2,3,3,6,6,17,2002,0,0
263,88,8471,6,7,46,506,0,0,506,1212,0,0,1212,1,1,0,3,6,2,492,292,12,0,0,0,0,0,151000,3,3,2,2,3,2,3,3,3,3,2,6,7,1990,1,0
264,50,5500,5,7,0,234,692,0,926,926,0,390,1316,1,1,0,3,6,2,484,0,0,0,0,0,0,0,130000,3,3,3,3,3,2,3,2,3,3,5,2,6,1996,1,0
265,30,5232,5,5,0,0,0,680,680,764,0,0,764,0,1,0,2,4,2,504,0,0,0,0,0,0,0,73000,3,3,4,3,2,1,3,2,3,3,6,6,6,1999,1,0
266,78,12090,6,6,210,588,228,606,1422,1422,0,0,1422,0,2,0,3,7,2,576,276,0,0,0,0,0,0,175500,3,2,2,3,3,2,2,3,3,3,1,5,14,1976,0,0
267,70,11207,6,5,0,714,0,88,802,802,709,0,1511,1,2,1,3,8,2,413,95,75,0,0,0,0,0,185000,3,3,2,3,2,2,3,3,3,3,1,6,15,1992,0,0
268,60,8400,5,8,0,378,0,342,720,1052,720,420,2192,0,2,1,4,8,1,240,262,24,0,0,0,0,0,179500,3,3,3,3,1,2,2,2,3,3,5,6,9,1992,1,0
269,71,6900,5,6,0,403,125,212,740,778,0,0,778,0,1,0,2,4,1,924,0,25,0,0,0,0,0,120500,3,3,3,3,1,2,3,2,1,1,2,4,2,1950,1,0
270,73,7917,6,7,174,751,0,392,1143,1113,0,0,1113,1,1,1,3,6,1,504,370,30,0,0,0,0,0,148000,3,2,3,2,3,2,3,4,3,2,3,6,5,1971,0,0
271,84,10728,8,5,0,0,0,1095,1095,1095,844,0,1939,0,2,1,3,8,3,1053,192,51,0,0,0,0,0,266000,2,3,2,3,2,2,2,2,3,3,6,6,20,2001,0,0
272,73,39104,7,7,0,226,1063,96,1385,1363,0,0,1363,1,1,0,2,5,2,439,81,0,0,0,0,0,0,241500,3,3,2,3,1,2,3,3,3,3,5,1,19,2000,1,0
273,92,11764,8,7,348,524,0,628,1152,1164,1106,0,2270,0,2,1,4,9,3,671,132,57,0,0,0,0,0,290000,2,3,2,3,1,2,2,2,3,3,1,6,25,2002,1,0
274,80,9600,6,6,183,620,620,0,1240,1632,0,0,1632,1,2,0,3,6,1,338,289,0,0,0,0,0,0,139000,3,3,3,3,2,2,3,2,3,3,4,5,11,1983,1,0
275,76,8314,5,7,0,546,0,270,816,816,0,0,816,0,1,0,2,5,1,264,168,0,0,0,0,0,0,124500,3,3,3,3,3,2,3,3,3,3,2,6,12,1977,0,0
276,55,7264,7,7,0,0,0,952,952,952,596,0,1548,0,2,1,3,5,2,672,74,0,0,0,144,0,0,205000,2,2,3,3,2,1,1,2,3,3,6,6,4,2002,1,0
277,129,9196,7,5,0,0,0,1560,1560,1560,0,0,1560,0,2,0,3,7,2,573,100,150,0,0,0,0,0,201000,2,3,1,3,1,2,2,3,3,3,6,6,12,1998,0,0
278,140,19138,4,5,0,120,0,744,864,864,0,0,864,0,1,0,2,4,2,400,0,0,0,0,0,0,0,141000,3,3,3,3,1,2,3,3,3,3,5,6,15,1946,0,0
279,107,14450,9,5,315,0,0,2121,2121,2121,0,0,2121,0,2,1,3,8,3,732,124,98,0,0,142,0,0,415298,1,3,1,3,1,2,1,1,3,3,6,6,24,2002,1,0
280,83,10005,7,5,299,392,0,768,1160,1156,866,0,2022,0,2,1,4,8,2,505,288,117,0,0,0,0,0,192000,3,3,2,3,1,2,3,3,3,3,3,6,19,1972,0,0
